node;vertices
node1;v1,v6,v8,v12,v2,v3,v35,
node2;v17,v19,v23,v28,v30,v39,v27,v36,v31,v32,v22,v33,
node3;v34,v41,v5,v7,v13,v10,v20,
node4;v14,v16,v18,v24,v25,v38,v40,
node5;v29,v9,v4,v15,v21,
node6;v26,v42,v37,v43,v11,v44,
node8;v0,v45,
