node;vertices
node1;v1,v46,v74,v2,v3,v47,v75,v11,v4,
node2;v7,v33,v61,v8,v34,v62,v12,v38,v13,v39,
node3;v9,v40,v66,v10,v41,v42,v44,v67,v68,v70,v50,v43,v45,v76,
node4;v14,v53,v72,v15,v16,v54,v55,v57,v73,v24,v17,v63,v56,v58,v77,v78,
node5;v20,v35,v5,v21,v36,v6,v25,v69,v26,
node6;v22,v48,v18,v23,v49,v19,v51,v71,v52,
node7;v27,v59,v28,v29,v31,v60,v37,v30,v32,v64,v65,
node8;v0,v79,
