node;vertices
node1;v1,v27,v35,v12,v22,v42
node2;v3,v5,v29,v43,v14,v26,v23,v31,v24
node3;v9,v33,v18,v34,v44
node4;v11,v13,v37,v6,v30,v15,v39,v16
node5;v17,v41,v4,v36,v47,v32,v48
node6;v19,v21,v45,v10,v28,v7,v8,v40
node7;v25,v2,v20,v38,v46
node8;v0,v49
