node;vertices
node1;v1,v3,v5,v16,v18,v28,v25,v30
node2;v7,v9,v15,v29,v31,v12,v24,v38,v13,v39
node3;v14,v10,v11,v26
node4;v20,v22,v2,v34,v19
node5;v27,v21,v4,v37
node6;v33,v35,v23,v6,v32
node7;v8,v36,v17
node8;v0,v40
