node;vertices
node1;v1,v7,v9,v14,v20,v22,v27,v33,v2
node2;v35,v40,v46,v48,v53,v59,v61,v66,v36,v41
node3;v72,v74,v3,v5,v8,v10,v15,v16,v73,v75,v4,v6,v12,v24,v17
node4;v18,v21,v23,v28,v29,v31,v34,v42,v19,v25,v37,v30,v32,v43,v26
node5;v44,v47,v49,v54,v55,v57,v60,v62,v45,v51,v63,v56,v58,v64,v52,v65
node6;v67,v68,v70,v11,v38,v76,v69,v71,v39
node7;v50,v77,v13,v78
node8;v0,v79
