node;vertices
node1;v1,v3,v5,v16,v18,v11,v12,v13
node2;v7,v9,v21,v19
node3;v14,v23,v24,v26
node4;v20,v22,v2,v25
node5;v8,v4
node6;v10,v6
node7;v15,v17
node8;v0,v27
