node;vertices
node1;v1,v7,v9,v14,v3,v5,v8,v10,v16,v18,
node2;v20,v22,v27,v33,v35,v2,v21,v23,v29,v31,
node3;v15,v28,v34,v36,v12,
node4;v11,v4,v6,v24,
node5;v17,v19,v25,v37,v26,
node6;v30,v32,v38,v13,v39,
node8;v0,v40,
