node;vertices
node1;v1,v3,v5,v9,v2,v4,v6,v10,v7,
node2;v11,v13,v17,v19,v12,v14,v18,v20,
node3;v21,v22,v15,v16,
node4;v23,v8,v24,
node8;v0,v25,
