node;vertices
node1;v48,v49,v51,v52,v47,v40,v44,v23
node2;v46,v35,v36,v38,v39,v33,v34,v27,v31,v32,v37
node3;v45,v50,v42,v43,v28,v25
node4;v41,v20,v21,v14,v18,v19,v24,v16
node5;v29,v30,v22,v10,v12,v1,v5,v6,v11
node6;v26,v13,v8,v3,v4
node7;v17,v15,v9,v7,v2
node8;v0,v53
