node;vertices
node1;v1,v7,v9,v14,v2,v8,v10,v15,v42,v43,v13,
node2;v20,v22,v27,v33,v3,v5,v21,v23,v28,v29,v68,v6,v25,v30,v26,
node3;v35,v40,v46,v48,v16,v18,v36,v41,v44,v47,v49,v70,v45,v51,v52,
node4;v53,v59,v61,v66,v54,v55,v57,v60,v62,v73,v12,v63,v56,v58,v64,v76,v65,
node5;v72,v74,v31,v34,v75,v24,v32,v77,v78,
node6;v67,v11,v4,v17,v69,
node7;v19,v37,v38,v50,v71,v39,
node8;v0,v79,
