node;vertices
node1;v1,v11,v35,v59,v2,v12,v36,v60,v23,v24
node2;v3,v5,v29,v61,v65,v4,v6,v30,v62,v63,v64
node3;v9,v33,v49,v57,v10,v34,v50,v58,v55,v56
node4;v13,v19,v37,v67,v69,v14,v20,v38,v68,v70,v15,v39,v16,v40
node5;v17,v41,v51,v73,v18,v42,v52,v74,v7,v8
node6;v21,v27,v43,v75,v77,v22,v28,v44,v76,v78,v31,v47,v79,v32,v48,v80
node7;v25,v45,v53,v26,v46,v54,v66,v71,v72
node8;v0,v81
