node;vertices
node1;v1,v27,v49,v57,v2,v28,v50,v58,v55,v56
node2;v3,v19,v29,v59,v61,v4,v20,v30,v60
node3;v5,v25,v45,v6,v26,v46,v15,v47,v16,v48
node4;v9,v35,v53,v10,v36,v54,v7,v8
node5;v11,v21,v37,v12,v22,v38,v62,v39,v63,v40,v64
node6;v13,v33,v51,v14,v34,v52,v23,v24
node7;v17,v41,v43,v18,v42,v44,v31,v32
node8;v0,v65
