node;vertices
node1;v1,v7,v9,v14,v20,v22,v2,v3,v5,v8,v10,v15
node2;v27,v33,v35,v16,v21,v23,v25,v37
node3;v18,v28,v29,v31,v34,v36,v12,v30,v32
node4;v11,v4,v6,v24,v17,v19
node5;v38,v13,v26,v39
node8;v0,v40
