node;vertices
node1;v1,v29,v18,v30,
node2;v3,v19,v10,v7,v23,v8,v24,
node3;v5,v25,v6,v26,
node4;v9,v2,v20,
node5;v11,v21,v12,v15,v31,v16,v32,
node6;v13,v27,v14,v28,
node7;v17,v4,v22,
node8;v0,v33,
