node;vertices
node1;v1,v2,v13,v14,
node2;v3,v5,
node3;v8,v9,v6,v7,
node4;v10,v12,v11,
node5;v15,v16,v21,
node6;v17,v19,v18,v20,
node7;v4,
node8;v0,v22,
