node;vertices
node1;v1,v2,v3,v5,v11,v4,v6,
node2;v7,v8,v12,v13,
node3;v9,v10,
node4;v14,v15,v16,v18,v24,v17,v19,
node5;v20,v21,v25,v26,
node6;v22,v23,
node8;v0,v27,
