node;vertices
node1;v1,v10,v2,v11
node2;v3,v5,v26,v4,v6,v27
node3;v8,v9,v7,v28
node4;v12,v17,v13,v18
node5;v15,v16,v14
node6;v19,v24,v20,v25
node7;v22,v23,v21
node8;v0,v29
