node;vertices
node1;v1,v11,v35,v59,v2,v12,v36,v60,v39,v63,v40,v64
node2;v3,v5,v29,v61,v65,v4,v6,v30,v62
node3;v9,v33,v49,v57,v10,v34,v50,v58
node4;v13,v19,v37,v67,v69,v14,v20,v38,v68
node5;v17,v41,v51,v18,v42,v52,v70,v47,v55,v48,v56
node6;v21,v27,v43,v22,v28,v44,v66,v23,v31,v71,v24,v32,v72
node7;v25,v45,v53,v26,v46,v54,v7,v15,v8,v16
node8;v0,v73
