node;vertices
node1;v1,v3,v5,v16,v18,v28,v25,v26
node2;v7,v9,v15,v29,v31,v12,v24
node3;v14,v10,v11,v30
node4;v20,v22,v2,v34,v19,v13
node5;v27,v21,v4,v37,v38,v39
node6;v33,v35,v23,v6,v32
node7;v8,v36,v17
node8;v0,v40
