node;vertices
node1;v1,v2,v3,v5,v16,v11,v4,v6,v38,v50,v43,v39,
node2;v7,v9,v46,v8,v10,v47,v12,v25,v37,
node3;v14,v15,v18,v29,v31,v24,v17,v19,v32,
node4;v20,v22,v48,v21,v23,v49,v51,v13,v26,v52,
node5;v27,v28,v44,v30,
node6;v33,v35,v34,v36,v42,
node7;v40,v41,v45,
node8;v0,v53,
