node;vertices
node1;v1,v2,v3,v5,v11,v4,v6
node2;v7,v9,v8,v10,v12,v13
node3;v14,v15,v16,v18,v24,v17,v19
node4;v20,v22,v21,v23,v25,v26
node5;v27,v28,v29,v31,v37,v30,v32
node6;v33,v35,v34,v36,v38,v39
node8;v0,v40
