node;vertices
node1;v22,v23,v25,v26,v20,v21,v14,v18,v19,v24,v16,v17
node2;v15,v9,v10,v12,v13,v7,v8,v1,v5,v6,v11
node3;v3,v4,v2
node8;v0,v27
