node;vertices
node1;v1,v7,v9,v14,v2,v3,v5,v8,v10,v15,v16,v18,v11,v4,v6,v12,v24,v17,v19,v13
node2;v20,v22,v27,v33,v35,v46,v21,v23,v28,v29,v31,v34,v36,v47,v25,v37,v30,v32,v38,v26,v39
node3;v40,v48,v53,v59,v41,v42,v44,v49,v54,v55,v57,v60,v50,v43,v45,v63,v56,v58
node4;v61,v66,v72,v74,v85,v87,v62,v67,v68,v70,v73,v75,v86,v88,v76,v69,v71,v77,v90,v78,v91
node5;v79,v80,v81,v83,v51,v64,v89,v82,v84,v52,v65
node8;v0,v92
