node;vertices
node1;v1,v33,v45,v2,v34,v46,
node2;v3,v5,v27,v4,v6,v28,
node3;v9,v35,v10,v36,v7,v39,v8,v40,
node4;v11,v13,v29,v12,v14,v30,
node5;v17,v37,v18,v38,v15,v31,v16,v32,
node6;v19,v21,v43,v20,v22,v44,
node7;v25,v41,v26,v42,v23,v47,v24,v48,
node8;v0,v49,
