idx,fv,fproc,bv,bproc,flat_mean,flat_90th,v0,v1,v2,v3
25,1,270,16,2070,528.128898,601.490903,270,0,0,0
25,1,270,16,2070,521.505346,604.417277,270,0,0,0
25,1,270,16,2070,531.057538,608.107305,270,0,0,0
25,1,270,16,2070,519.937603,606.356668,270,0,0,0
25,4,320,13,2020,522.798276,623.191046,20,15,15,270
25,3,320,14,2020,520.898678,601.717091,35,270,15,0
26,2,305,14,2040,528.447037,612.703300,270,35,0,0
26,3,315,13,2030,525.567203,622.738409,25,270,20,0
26,1,270,15,2075,518.058732,609.904433,270,0,0,0
26,1,270,15,2075,528.844410,610.956907,270,0,0,0
26,1,270,15,2075,522.917662,610.600209,270,0,0,0
26,3,300,13,2045,503.496662,605.711532,15,15,270,0
26,4,345,12,2000,542.144089,612.928296,35,15,270,25
26,1,270,15,2075,526.836035,604.024529,270,0,0,0
27,1,270,17,2095,511.927164,589.988136,270,0,0,0
27,1,270,17,2095,530.899801,624.919463,270,0,0,0
27,2,295,16,2070,546.992733,616.808486,270,25,0,0
27,3,330,15,2035,526.338500,621.474719,270,25,35,0
27,2,285,16,2080,529.072812,622.517872,270,15,0,0
27,4,325,14,2040,531.729456,633.426833,15,15,25,270
27,1,270,17,2095,539.386077,622.175050,270,0,0,0
27,4,320,14,2045,537.885535,634.747410,15,270,15,20
28,3,325,17,2130,549.175394,615.345287,35,270,20,0
28,2,295,18,2160,523.211718,623.093319,25,270,0,0
28,3,320,17,2135,542.202289,611.651277,35,270,15,0
28,2,305,18,2150,545.989207,637.437010,270,35,0,0
28,3,300,17,2155,541.427857,626.150060,270,15,15,0
28,3,310,17,2145,525.670544,624.613118,270,25,15,0
28,3,330,17,2125,535.431311,634.603834,25,270,35,0
28,1,270,19,2185,527.832059,616.823054,270,0,0,0
29,2,285,20,2195,512.802709,615.423202,15,270,0,0
29,3,310,19,2170,523.721966,631.048155,20,270,20,0
29,2,285,20,2195,540.026625,618.702340,270,15,0,0
29,2,295,20,2185,545.505612,622.713256,270,25,0,0
29,1,270,21,2210,497.321968,586.034322,270,0,0,0
29,4,345,18,2135,495.506548,616.107440,20,35,270,20
29,4,345,18,2135,573.032764,649.968934,270,35,15,25
29,4,345,18,2135,543.101217,652.483010,25,15,270,35
30,3,300,22,2220,540.975095,650.566840,15,270,15,0
30,3,315,22,2205,547.485085,650.541186,20,270,25,0
30,2,290,23,2230,548.649174,632.572651,270,20,0,0
30,4,350,21,2170,573.306710,670.151782,270,25,35,20
30,2,285,23,2235,523.947343,630.274105,15,270,0,0
30,4,330,21,2190,532.382258,642.684054,25,15,20,270
30,3,315,22,2205,557.550129,640.930509,270,25,20,0
30,4,335,21,2185,545.754032,662.506794,25,270,15,25
31,3,340,19,2155,537.245301,688.014579,35,35,270,0
31,2,295,20,2200,546.805872,633.234238,270,25,0,0
31,3,320,19,2175,540.507083,642.829752,25,270,25,0
31,3,320,19,2175,531.448026,644.751596,15,270,35,0
31,4,315,18,2180,498.241093,616.160012,15,15,15,270
31,1,270,21,2225,509.667743,617.502189,270,0,0,0
31,4,350,18,2145,545.055654,629.847384,35,20,25,270
31,2,285,20,2210,527.193341,618.520355,270,15,0,0
32,2,285,23,2285,517.794528,624.630809,15,270,0,0
32,2,290,23,2280,559.566996,638.471317,270,20,0,0
32,4,330,21,2240,521.293240,641.787982,25,270,15,20
32,3,340,22,2230,570.450431,633.698225,35,270,35,0
32,2,285,23,2285,550.533591,632.179975,270,15,0,0
32,4,335,21,2235,561.210948,658.914328,20,25,270,20
32,4,355,21,2215,507.009487,630.906129,15,35,270,35
32,4,350,21,2220,566.600307,662.462354,20,270,25,35
33,1,270,21,2200,537.713378,624.669433,270,0,0,0
33,3,320,19,2150,530.765982,630.460430,25,270,25,0
33,3,305,19,2165,533.452318,638.814664,20,270,15,0
33,2,285,20,2185,534.211470,625.980663,270,15,0,0
33,1,270,21,2200,511.712989,619.873452,270,0,0,0
33,4,325,18,2145,544.453695,639.005613,270,25,15,15
33,4,340,18,2130,572.565862,651.134443,270,15,20,35
33,4,355,18,2115,558.074832,625.435376,35,270,25,25
34,3,310,21,2195,532.287451,633.690619,25,270,15,0
34,3,315,21,2190,574.649999,653.183007,270,25,20,0
34,1,270,23,2235,533.418424,614.147592,270,0,0,0
34,3,320,21,2185,535.155890,609.867239,35,15,270,0
34,4,335,20,2170,529.382980,607.528424,35,15,270,15
34,2,290,22,2215,547.180235,624.938298,270,20,0,0
34,4,315,20,2190,570.078398,643.592668,270,15,15,15
34,4,350,20,2155,561.444013,627.907086,35,20,25,270
35,2,290,19,2200,523.640426,626.259280,20,270,0,0
35,3,320,18,2170,533.549986,624.889135,270,25,25,0
35,3,320,18,2170,528.899010,635.295558,25,270,25,0
35,3,340,18,2150,559.949135,630.068660,35,270,35,0
35,4,335,17,2155,550.788283,647.737264,15,270,35,15
35,1,270,20,2220,531.563503,616.640973,270,0,0,0
35,1,270,20,2220,522.209159,610.346436,270,0,0,0
35,4,345,17,2145,550.525823,625.819945,35,15,270,25
36,3,330,18,2115,559.336511,645.150924,270,35,25,0
36,3,310,18,2135,521.152148,625.625586,15,270,25,0
36,1,270,20,2175,527.685513,613.889051,270,0,0,0
36,1,270,20,2175,536.076373,613.940931,270,0,0,0
36,3,310,18,2135,518.664433,621.637892,25,15,270,0
36,4,315,17,2130,524.810369,626.536536,15,270,15,15
36,3,330,18,2115,504.863297,593.412185,35,25,270,0
36,3,310,18,2135,531.965480,627.160025,270,15,25,0
37,3,325,15,2075,529.595950,597.733688,35,20,270,0
37,2,285,16,2115,495.656593,594.867229,15,270,0,0
37,1,270,17,2130,521.324140,605.549454,270,0,0,0
37,1,270,17,2130,535.199070,612.847829,270,0,0,0
37,3,325,15,2075,551.310358,623.769212,270,20,35,0
37,4,335,14,2065,564.940089,638.056540,270,25,20,20
37,3,320,15,2080,478.070898,603.784204,15,35,270,0
37,1,270,17,2130,502.655506,597.774291,270,0,0,0
38,1,270,18,2095,517.458624,610.658646,270,0,0,0
38,4,345,15,2020,498.026724,624.245047,25,15,270,35
38,2,285,17,2080,534.949214,615.385962,270,15,0,0
38,3,310,16,2055,495.738834,612.589836,15,25,270,0
38,1,270,18,2095,506.258630,608.854055,270,0,0,0
38,1,270,18,2095,525.416135,625.984979,270,0,0,0
38,4,315,15,2050,560.505172,647.526049,270,15,15,15
38,3,300,16,2065,539.676911,626.986266,270,15,15,0
39,3,325,16,2060,549.999539,645.611787,20,270,35,0
39,1,270,18,2115,530.777311,623.712158,270,0,0,0
39,2,285,17,2100,514.635663,626.179576,15,270,0,0
39,3,300,16,2085,514.240270,629.017949,15,270,15,0
39,2,285,17,2100,521.277076,623.378515,15,270,0,0
39,4,350,15,2035,542.210206,624.192953,35,20,25,270
39,1,270,18,2115,526.750740,622.134304,270,0,0,0
39,3,300,16,2085,526.840667,630.316877,15,15,270,0
40,2,285,14,2045,497.413840,608.092070,15,270,0,0
40,1,270,15,2060,516.960296,617.456937,270,0,0,0
40,2,285,14,2045,503.166938,614.079713,15,270,0,0
40,3,330,13,2000,534.382682,629.530716,25,270,35,0
40,2,285,14,2045,530.888581,625.700593,270,15,0,0
40,3,315,13,2015,526.349734,626.777482,20,25,270,0
40,1,270,15,2060,513.325589,614.301181,270,0,0,0
40,2,290,14,2040,509.152359,626.780963,20,270,0,0
41,1,270,19,2205,520.388273,607.211280,270,0,0,0
41,4,335,16,2140,543.792619,619.935560,35,15,15,270
41,1,270,19,2205,531.098242,610.573745,270,0,0,0
41,2,305,18,2170,525.005791,599.392676,35,270,0,0
41,3,315,17,2160,533.041159,637.959862,20,25,270,0
41,3,330,17,2145,531.543945,635.352754,25,270,35,0
41,3,310,17,2165,537.158464,626.207018,15,25,270,0
41,3,340,17,2135,555.810257,632.711983,35,270,35,0
42,2,305,19,2145,542.734236,637.929011,270,35,0,0
42,3,325,18,2125,484.903389,604.533410,20,35,270,0
42,3,330,18,2120,534.322100,639.240622,25,270,35,0
42,3,305,18,2145,522.932293,620.074773,15,20,270,0
42,3,305,18,2145,516.538239,629.544497,15,270,20,0
42,4,325,17,2125,531.721479,633.107280,25,15,270,15
42,2,285,19,2165,510.384188,616.708255,15,270,0,0
42,1,270,20,2180,516.103539,616.028953,270,0,0,0
43,2,290,17,2095,525.086148,626.358461,20,270,0,0
43,2,285,17,2100,537.841074,624.674559,270,15,0,0
43,1,270,18,2115,525.371933,619.963384,270,0,0,0
43,1,270,18,2115,529.087176,617.733789,270,0,0,0
43,4,335,15,2050,543.237998,608.734774,15,35,15,270
43,4,315,15,2070,529.012933,619.287968,15,15,15,270
43,2,295,17,2090,535.627520,618.374729,270,25,0,0
43,3,325,16,2060,533.644563,616.991568,35,270,20,0
44,2,285,21,2175,532.396590,609.308028,270,15,0,0
44,1,270,22,2190,516.886462,593.848872,270,0,0,0
44,4,315,19,2145,559.019047,632.512617,270,15,15,15
44,3,300,20,2160,503.856335,614.929724,15,270,15,0
44,3,305,20,2155,536.914414,627.443695,270,20,15,0
44,3,320,20,2140,480.633271,594.116664,15,35,270,0
44,3,330,20,2130,534.584044,623.330402,270,35,25,0
44,4,335,19,2125,525.354819,622.795773,15,25,270,25
45,2,285,11,1990,478.216225,590.199589,15,270,0,0
45,2,285,11,1990,491.666659,598.598146,15,270,0,0
45,1,270,12,2005,498.367192,584.606671,270,0,0,0
45,1,270,12,2005,509.425923,608.032441,270,0,0,0
45,2,295,11,1980,540.222898,615.454626,270,25,0,0
45,1,270,12,2005,517.864112,609.778308,270,0,0,0
45,1,270,12,2005,510.371301,597.031164,270,0,0,0
45,3,330,10,1945,517.835925,593.779778,35,270,25,0
46,3,320,18,2170,552.139146,628.347683,35,270,15,0
46,2,295,19,2195,553.212817,629.001856,270,25,0,0
46,3,340,18,2150,561.658248,634.340334,35,270,35,0
46,3,330,18,2160,548.988965,613.754296,35,25,270,0
46,4,315,17,2175,562.226527,638.310576,270,15,15,15
46,2,295,19,2195,545.293767,625.529909,270,25,0,0
46,1,270,20,2220,506.260657,601.863933,270,0,0,0
46,3,325,18,2165,546.247135,640.660310,20,270,35,0
47,3,305,12,2040,510.916301,612.631774,15,270,20,0
47,2,305,13,2040,513.155380,596.115780,35,270,0,0
47,4,365,11,1980,527.708352,646.298957,25,35,35,270
47,1,270,14,2075,526.914712,615.417791,270,0,0,0
47,2,290,13,2055,546.009147,630.853653,270,20,0,0
47,1,270,14,2075,523.933053,607.991934,270,0,0,0
47,1,270,14,2075,525.507050,602.328801,270,0,0,0
47,1,270,14,2075,523.772801,603.085566,270,0,0,0
48,3,340,21,2215,581.025019,645.948314,35,270,35,0
48,2,285,22,2270,550.856065,638.286137,270,15,0,0
48,2,285,22,2270,541.971943,634.953451,270,15,0,0
48,1,270,23,2285,546.468703,622.357035,270,0,0,0
48,4,345,20,2210,524.504081,637.910556,25,25,25,270
48,4,345,20,2210,560.679128,629.471875,35,15,25,270
48,4,360,20,2195,579.629859,641.846824,35,270,35,20
48,4,325,20,2230,557.814223,650.808549,270,15,20,20
49,2,305,17,2135,547.648823,633.593583,270,35,0,0
49,1,270,18,2170,522.816780,606.396150,270,0,0,0
49,1,270,18,2170,534.622033,615.218139,270,0,0,0
49,3,340,16,2100,557.814211,621.995115,35,270,35,0
49,3,320,16,2120,520.116565,588.894272,35,15,270,0
49,3,305,16,2135,554.172032,632.862186,270,20,15,0
49,4,345,15,2095,504.021791,599.510575,15,35,25,270
49,2,285,17,2155,501.761737,611.139894,15,270,0,0
50,2,290,16,2060,553.615859,641.035676,270,20,0,0
50,2,295,16,2055,548.413701,638.589215,270,25,0,0
50,2,295,16,2055,542.453401,628.673386,270,25,0,0
50,1,270,17,2080,537.961061,629.739976,270,0,0,0
50,3,310,15,2040,533.432220,638.323140,20,20,270,0
50,4,320,14,2030,523.225055,632.989311,15,15,20,270
50,3,300,15,2050,536.290631,627.992439,270,15,15,0
50,1,270,17,2080,543.407974,629.419612,270,0,0,0
51,3,310,18,2090,559.298804,642.590403,270,25,15,0
51,2,285,19,2115,533.148905,619.916630,270,15,0,0
51,1,270,20,2130,528.479257,606.018209,270,0,0,0
51,3,305,18,2095,530.058205,630.908656,15,20,270,0
51,3,300,18,2100,518.573858,619.510293,15,15,270,0
51,2,285,19,2115,505.479792,614.488649,15,270,0,0
51,3,300,18,2100,528.784769,620.036078,270,15,15,0
51,4,345,17,2055,564.510449,651.215220,270,35,15,25
52,2,305,19,2140,539.981278,618.902493,35,270,0,0
52,1,270,20,2175,522.302139,629.983878,270,0,0,0
52,4,330,17,2115,534.271522,629.968024,25,20,15,270
52,4,330,17,2115,564.955773,653.973579,270,15,20,25
52,2,285,19,2160,517.290519,622.648525,15,270,0,0
52,1,270,20,2175,544.783602,634.660578,270,0,0,0
52,4,350,17,2095,568.260704,664.530206,20,270,25,35
52,3,305,18,2140,537.592447,633.763504,15,20,270,0
53,3,320,15,2070,531.978406,627.541256,15,270,35,0
53,1,270,17,2120,518.539360,604.414249,270,0,0,0
53,1,270,17,2120,539.193613,616.310430,270,0,0,0
53,3,305,15,2085,532.571149,625.337863,20,15,270,0
53,1,270,17,2120,511.836432,594.183397,270,0,0,0
53,4,325,14,2065,539.854845,642.779994,20,15,270,20
53,4,360,14,2030,519.129038,635.330891,20,35,270,35
53,1,270,17,2120,532.179109,622.600031,270,0,0,0
54,2,305,20,2180,532.181300,613.683533,35,270,0,0
54,1,270,21,2215,541.829679,619.354724,270,0,0,0
54,3,315,19,2170,546.412104,635.925197,270,20,25,0
54,2,285,20,2200,515.189975,629.433012,15,270,0,0
54,3,330,19,2155,562.386017,644.930458,270,35,25,0
54,4,320,18,2165,578.163431,662.016081,270,15,20,15
54,3,320,19,2165,529.925418,614.811516,35,270,15,0
54,4,340,18,2145,542.506464,643.094087,25,25,20,270
55,4,360,16,2090,542.363354,706.823182,35,20,35,270
55,1,270,19,2180,531.529123,628.025937,270,0,0,0
55,2,285,18,2165,522.398813,620.527935,270,15,0,0
55,2,295,18,2155,522.274568,633.454752,25,270,0,0
55,4,355,16,2095,533.624308,615.721059,35,270,15,35
55,2,290,18,2160,525.284328,635.948324,20,270,0,0
55,1,270,19,2180,515.746539,608.384227,270,0,0,0
55,4,325,16,2125,531.362063,638.655138,25,15,15,270
56,2,290,18,2125,541.440516,612.605334,270,20,0,0
56,1,270,19,2145,512.722535,587.758541,270,0,0,0
56,2,285,18,2130,523.648286,600.786829,270,15,0,0
56,3,310,17,2105,520.431448,609.398413,15,270,25,0
56,2,305,18,2110,535.302154,620.382786,270,35,0,0
56,4,325,16,2090,532.105587,622.859597,20,270,20,15
56,2,285,18,2130,475.085051,586.227298,15,270,0,0
56,4,345,16,2070,489.300203,593.062997,15,35,270,25
57,1,270,18,2130,515.840106,613.441658,270,0,0,0
57,2,295,17,2105,551.089575,632.111096,270,25,0,0
57,1,270,18,2130,524.147142,607.191634,270,0,0,0
57,4,330,15,2070,526.308795,641.547513,20,270,25,15
57,1,270,18,2130,532.558792,611.074639,270,0,0,0
57,3,310,16,2090,512.409240,623.534679,25,270,15,0
57,4,355,15,2045,555.049626,630.955624,35,270,15,35
57,3,300,16,2100,551.813238,632.844353,270,15,15,0
58,2,305,21,2190,549.552935,632.508683,270,35,0,0
58,1,270,22,2225,536.642529,616.168213,270,0,0,0
58,3,300,20,2195,529.402109,631.957531,15,15,270,0
58,4,345,19,2150,559.804533,636.823726,35,20,20,270
58,3,300,20,2195,524.162371,620.733857,270,15,15,0
58,4,340,19,2155,568.465571,664.636469,270,15,20,35
58,2,285,21,2210,517.104751,628.409982,15,270,0,0
58,4,350,19,2145,585.432101,667.698932,270,35,20,25
59,3,330,14,2055,524.008276,628.817272,25,270,35,0
59,2,295,15,2090,510.294443,612.944293,25,270,0,0
59,2,285,15,2100,511.809849,614.687133,15,270,0,0
59,1,270,16,2115,511.283554,610.093379,270,0,0,0
59,2,295,15,2090,498.517808,610.010720,25,270,0,0
59,4,355,13,2030,538.799062,689.588237,35,35,270,15
59,1,270,16,2115,513.790574,610.931540,270,0,0,0
59,2,285,15,2100,512.035446,620.428419,270,15,0,0
60,1,270,18,2150,512.230539,606.349659,270,0,0,0
60,4,355,15,2065,542.929540,645.878911,270,35,35,15
60,1,270,18,2150,529.083127,612.954283,270,0,0,0
60,4,335,15,2085,521.254783,602.692724,15,35,15,270
60,2,285,17,2135,532.180957,622.758603,270,15,0,0
60,3,310,16,2110,561.701416,645.475817,270,25,15,0
60,1,270,18,2150,532.654176,608.209252,270,0,0,0
