idx,fv,fproc,bv,bproc,flat_mean,flat_90th,v0,v1,v2,v3
1,3,320,14,1540,421.877886,505.868196,270,35,15,0
1,2,290,15,1570,398.443018,484.162426,270,20,0,0
1,2,285,15,1575,388.443364,486.012483,270,15,0,0
1,3,310,14,1550,398.233262,489.916301,25,15,270,0
1,3,320,14,1540,427.270412,509.227729,270,35,15,0
1,4,335,13,1525,425.278451,510.412073,270,35,15,15
2,1,270,16,1615,379.376031,467.718267,270,0,0,0
2,2,285,15,1600,384.087635,481.015611,270,15,0,0
2,2,305,15,1580,417.778213,486.594749,35,270,0,0
2,4,355,13,1530,434.090316,497.607589,35,270,25,25
2,4,335,13,1550,418.969957,491.536975,15,35,15,270
2,4,335,13,1550,422.611535,499.807668,25,25,15,270
3,4,365,12,1510,453.317977,533.916998,270,25,35,35
3,1,270,15,1605,390.457429,482.639051,270,0,0,0
3,3,315,13,1560,389.743042,491.502523,25,270,20,0
3,1,270,15,1605,397.438396,482.012820,270,0,0,0
3,3,310,13,1565,389.554906,491.936398,15,270,25,0
3,4,345,12,1530,421.933917,488.349509,15,35,25,270
4,3,300,12,1545,380.438926,484.549308,15,15,270,0
4,1,270,14,1575,391.979409,478.760910,270,0,0,0
4,3,330,12,1515,431.437151,511.988973,270,35,25,0
4,3,330,12,1515,429.304307,514.633346,270,35,25,0
4,2,290,13,1555,405.002822,488.981318,270,20,0,0
4,3,325,12,1520,436.915647,513.230443,270,20,35,0
5,3,315,14,1540,403.062893,505.405593,20,25,270,0
5,4,320,13,1535,412.023123,499.279475,20,15,15,270
5,1,270,16,1585,399.858258,490.038657,270,0,0,0
5,4,345,13,1510,386.436064,495.515847,15,35,270,25
5,4,335,13,1520,420.168414,515.919852,25,270,20,20
5,1,270,16,1585,394.723674,496.245790,270,0,0,0
6,2,285,12,1490,389.693958,493.170500,15,270,0,0
6,4,340,10,1435,426.569948,510.194039,270,25,20,25
6,1,270,13,1505,399.832246,496.438384,270,0,0,0
6,1,270,13,1505,373.989439,470.089317,270,0,0,0
6,3,310,11,1465,411.093650,501.796460,20,270,20,0
6,3,300,11,1475,400.297729,489.236284,15,270,15,0
7,2,305,12,1495,406.174611,495.515132,270,35,0,0
7,1,270,13,1530,391.571656,473.666001,270,0,0,0
7,1,270,13,1530,378.522840,476.767087,270,0,0,0
7,4,320,10,1480,396.684685,488.819003,15,15,270,20
7,2,290,12,1510,396.773276,492.024279,20,270,0,0
7,4,345,10,1455,394.654386,490.966320,15,25,35,270
8,1,270,15,1625,382.291098,472.640824,270,0,0,0
8,4,365,12,1530,435.611081,533.197999,25,35,35,270
8,3,325,13,1570,395.832605,497.095633,20,35,270,0
8,1,270,15,1625,383.409475,474.712539,270,0,0,0
8,3,300,13,1595,393.503397,491.537976,15,15,270,0
8,4,365,12,1530,437.083861,510.998511,35,270,25,35
9,3,320,12,1525,368.376410,486.594105,15,35,270,0
9,2,295,13,1550,367.316531,456.613254,25,270,0,0
9,2,305,13,1540,403.789073,473.083639,35,270,0,0
9,4,335,11,1510,410.809360,491.351104,25,25,15,270
9,3,320,12,1525,401.087966,465.054202,35,15,270,0
9,1,270,14,1575,363.375903,457.823205,270,0,0,0
10,1,270,13,1530,377.044030,470.439386,270,0,0,0
10,4,345,10,1455,392.914132,487.226486,25,15,35,270
10,3,325,11,1475,426.303310,487.101031,35,20,270,0
10,1,270,13,1530,389.957216,485.751200,270,0,0,0
10,4,320,10,1480,396.085138,488.057804,15,20,270,15
10,1,270,13,1530,383.688542,467.295074,270,0,0,0
11,2,285,8,1410,387.692060,472.021771,15,270,0,0
11,1,270,9,1425,385.653793,465.742302,270,0,0,0
11,1,270,9,1425,382.727815,473.125077,270,0,0,0
11,2,290,8,1405,391.421384,487.025714,20,270,0,0
11,1,270,9,1425,375.532762,470.741772,270,0,0,0
11,3,310,7,1385,405.295812,487.635661,15,25,270,0
12,2,305,13,1530,414.214787,505.237865,270,35,0,0
12,1,270,14,1565,383.273537,474.172473,270,0,0,0
12,1,270,14,1565,377.482018,465.319729,270,0,0,0
12,4,320,11,1515,427.663956,503.956533,270,15,20,15
12,4,350,11,1485,399.738678,493.583250,20,25,35,270
12,3,320,12,1515,411.360406,496.146798,15,270,35,0
13,4,335,9,1455,404.783417,474.965239,35,15,15,270
13,1,270,12,1520,383.160572,472.204900,270,0,0,0
13,1,270,12,1520,381.488961,466.924905,270,0,0,0
13,2,295,11,1495,401.808498,479.488826,270,25,0,0
13,1,270,12,1520,388.927795,475.141716,270,0,0,0
