idx,fv,fproc,bv,bproc,flat_mean,flat_90th,v0,v1,v2,v3
166,4,325,4,95,262.269950,363.776302,25,15,270,15
166,4,95,4,325,119.758674,137.188100,20,35,20,20
167,2,285,4,65,299.113119,322.776150,270,15,0,0
167,4,65,2,285,98.818941,117.277384,15,15,20,15
168,1,15,4,110,30.650636,33.288288,15,0,0,0
168,4,110,1,15,120.299084,132.117009,25,35,35,15
169,2,55,1,15,67.220663,74.715662,35,20,0,0
169,1,15,2,55,29.886221,32.744479,15,0,0,0
170,2,50,1,15,69.680338,74.983621,15,35,0,0
170,1,15,2,50,31.482296,34.401918,15,0,0,0
171,4,100,4,90,117.740397,131.111407,15,35,15,35
171,4,90,4,100,109.503392,124.775934,35,20,15,20
172,3,65,1,15,85.667304,91.694855,15,15,35,0
172,1,15,3,65,31.041616,34.163666,15,0,0,0
173,3,70,3,55,93.190604,102.168465,15,20,35,0
173,3,55,3,70,74.504243,81.115555,15,25,15,0
174,2,305,1,15,306.420543,333.889127,270,35,0,0
174,1,15,2,305,32.306110,34.927059,15,0,0,0
175,4,95,4,95,119.806094,130.586647,25,20,15,35
175,4,95,4,95,111.388066,121.440887,35,25,15,20
176,1,15,4,355,32.295959,34.730459,15,0,0,0
176,4,355,1,15,345.232233,450.642371,35,35,270,15
177,2,40,4,70,58.702313,65.318274,25,15,0,0
177,4,70,2,40,103.359786,111.960053,20,20,15,15
178,3,310,4,335,326.967795,357.153439,15,25,270,0
178,4,335,3,310,340.274620,370.055175,25,15,270,25
179,1,35,4,80,51.148418,54.494738,35,0,0,0
179,4,80,1,35,99.995371,107.360721,25,15,15,25
180,1,20,4,110,37.426980,44.907426,20,0,0,0
180,4,110,1,20,121.274844,132.551170,25,35,15,35
181,2,70,4,330,88.108767,92.914509,35,35,0,0
181,4,330,2,70,325.934322,364.543056,20,270,20,20
182,1,270,3,305,293.276614,318.984222,270,0,0,0
182,3,305,1,270,262.175931,360.358834,15,20,270,0
183,1,20,4,80,37.510661,42.977333,20,0,0,0
183,4,80,1,20,97.265066,105.771184,35,15,15,15
184,3,340,4,80,326.898887,430.580974,35,35,270,0
184,4,80,3,340,96.978527,103.370165,15,35,15,15
185,4,345,4,75,322.666217,346.506429,35,270,15,25
185,4,75,4,345,102.021546,112.324357,20,15,25,15
186,2,55,4,320,79.268926,88.054013,20,35,0,0
186,4,320,2,55,347.901834,411.574960,15,20,270,15
187,2,50,3,310,65.556623,69.583296,25,25,0,0
187,3,310,2,50,311.182145,336.842465,270,20,20,0
188,1,35,3,80,50.517641,54.427051,35,0,0,0
188,3,80,1,35,95.024731,102.192044,25,35,20,0
189,1,25,4,320,39.460412,42.118835,25,0,0,0
189,4,320,1,25,321.242476,345.317888,270,15,15,20
190,2,285,4,365,301.736377,328.677225,270,15,0,0
190,4,365,2,285,336.627520,359.252977,35,270,35,25
191,2,55,1,15,75.792282,81.758452,20,35,0,0
191,1,15,2,55,30.581220,34.690213,15,0,0,0
192,4,85,4,340,120.656912,135.803127,20,20,20,25
192,4,340,4,85,326.615671,363.907218,20,270,35,15
193,3,60,2,55,90.525758,99.806762,20,25,15,0
193,2,55,3,60,82.161380,91.646147,20,35,0,0
194,4,95,4,350,110.562121,127.121234,35,20,25,15
194,4,350,4,95,331.355069,358.885503,270,20,25,35
195,3,300,4,320,330.944992,351.363230,15,270,15,0
195,4,320,3,300,330.161549,351.784134,270,15,20,15
196,3,70,3,325,90.426259,99.716425,25,20,25,0
196,3,325,3,70,312.944901,332.797957,35,270,20,0
197,1,15,1,15,34.404861,38.487100,15,0,0,0
197,1,15,1,15,31.619545,36.829448,15,0,0,0
198,2,35,4,320,59.059865,66.927505,15,20,0,0
198,4,320,2,35,317.518177,390.648723,20,15,270,15
199,3,75,1,270,93.919581,100.675488,25,15,35,0
199,1,270,3,75,286.121476,313.217521,270,0,0,0
200,2,30,3,70,49.431193,54.260159,15,15,0,0
200,3,70,2,30,89.049125,96.423483,15,35,20,0
201,2,35,1,270,58.823062,68.842149,15,20,0,0
201,1,270,2,35,291.492974,316.671157,270,0,0,0
202,3,325,3,310,323.583146,352.063918,270,20,35,0
202,3,310,3,325,314.084959,340.910054,270,15,25,0
203,1,270,1,270,293.589162,319.581175,270,0,0,0
203,1,270,1,270,293.327961,318.476725,270,0,0,0
204,2,35,2,40,58.266910,66.827058,15,20,0,0
204,2,40,2,35,60.642443,67.507815,25,15,0,0
205,2,40,3,55,65.334423,76.130986,20,20,0,0
205,3,55,2,40,78.311179,87.073136,25,15,15,0
206,2,35,1,15,54.867523,61.183786,20,15,0,0
206,1,15,2,35,32.979343,37.830067,15,0,0,0
207,4,90,4,345,117.235376,135.244274,20,25,25,20
207,4,345,4,90,329.753921,354.720330,270,25,35,15
208,1,15,3,55,29.680882,33.575535,15,0,0,0
208,3,55,1,15,75.526922,82.699442,15,25,15,0
209,1,25,3,310,40.405053,44.496465,25,0,0,0
209,3,310,1,25,318.273492,354.654742,20,270,20,0
210,2,45,1,35,62.684327,68.913198,25,20,0,0
210,1,35,2,45,50.880293,57.096791,35,0,0,0
211,1,35,4,335,51.021097,54.566860,35,0,0,0
211,4,335,1,35,276.956812,398.759579,15,15,270,35
212,3,330,3,320,320.046997,343.035674,35,270,25,0
212,3,320,3,330,316.624954,339.863920,35,270,15,0
213,3,320,1,15,225.096309,344.811964,35,15,270,0
213,1,15,3,320,31.199448,33.535290,15,0,0,0
214,2,305,2,30,308.463880,333.239413,270,35,0,0
214,2,30,2,305,50.411264,53.571010,15,15,0,0
215,1,25,3,75,38.498974,42.578745,25,0,0,0
215,3,75,1,25,90.107114,97.025156,25,35,15,0
216,2,285,4,75,242.629148,346.207261,15,270,0,0
216,4,75,2,285,100.019656,107.847690,20,15,15,25
217,3,325,4,325,311.858444,351.360130,20,35,270,0
217,4,325,3,325,309.625139,353.306508,25,270,15,15
218,2,70,1,35,83.937358,91.569256,35,35,0,0
218,1,35,2,70,50.300673,54.613304,35,0,0,0
219,2,30,4,75,53.482174,59.259701,15,15,0,0
219,4,75,2,30,100.137364,109.057998,15,20,25,15
220,2,305,1,35,306.091609,329.397845,35,270,0,0
220,1,35,2,305,51.271085,53.660393,35,0,0,0
221,2,50,1,270,71.348884,75.086403,15,35,0,0
221,1,270,2,50,286.176585,312.327528,270,0,0,0
222,3,310,4,335,314.659275,339.131713,270,25,15,0
222,4,335,3,310,315.800233,354.592848,25,270,15,25
223,2,50,4,110,69.162787,73.110843,15,35,0,0
223,4,110,2,50,122.501284,132.806301,35,25,15,35
224,2,40,1,25,62.322444,71.711159,20,20,0,0
224,1,25,2,40,39.578458,45.180177,25,0,0,0
225,2,50,1,270,65.411812,69.201278,35,15,0,0
225,1,270,2,50,287.293646,313.071775,270,0,0,0
226,1,25,3,75,38.777547,42.032075,25,0,0,0
226,3,75,1,25,90.399159,96.545816,35,25,15,0
227,3,50,4,70,77.999996,86.706067,15,15,20,0
227,4,70,3,50,105.315241,115.330601,15,20,20,15
228,2,45,3,70,67.306327,74.684906,20,25,0,0
228,3,70,2,45,85.912883,94.883299,35,20,15,0
229,1,270,4,115,290.253385,313.476897,270,0,0,0
229,4,115,1,270,129.187254,141.953301,20,25,35,35
230,3,60,2,35,87.500083,97.370672,15,20,25,0
230,2,35,3,60,57.707132,65.380430,20,15,0,0
231,3,95,1,15,109.481895,117.905021,25,35,35,0
231,1,15,3,95,31.047727,33.831001,15,0,0,0
232,2,290,1,20,301.464254,330.112028,270,20,0,0
232,1,20,2,290,37.591166,43.447375,20,0,0,0
233,1,25,4,85,39.833683,43.358660,25,0,0,0
233,4,85,1,25,98.718672,105.674195,35,15,20,15
234,1,25,3,315,40.244546,44.317603,25,0,0,0
234,3,315,1,25,312.452222,347.940755,20,270,25,0
235,2,305,1,15,307.396275,328.327465,35,270,0,0
235,1,15,2,305,30.302681,32.641745,15,0,0,0
236,3,300,4,325,248.659592,355.726886,15,15,270,0
236,4,325,3,300,382.274767,456.873536,20,15,20,270
237,3,330,3,320,323.761642,349.520182,270,35,25,0
237,3,320,3,330,303.831735,347.190237,25,25,270,0
238,2,35,4,345,59.678793,70.966053,15,20,0,0
238,4,345,2,35,328.649627,353.805470,270,35,25,15
239,2,285,4,345,242.715955,359.611726,15,270,0,0
239,4,345,2,285,285.644417,494.997549,25,35,15,270
240,3,65,1,15,85.004618,92.993665,25,20,20,0
240,1,15,3,65,32.914323,35.845589,15,0,0,0
241,3,330,3,65,317.575488,344.700837,270,35,25,0
241,3,65,3,330,84.500037,91.457200,15,15,35,0
242,1,25,3,325,39.292831,42.047239,25,0,0,0
242,3,325,1,25,319.975495,347.330236,270,20,35,0
243,4,70,4,315,105.610688,120.877266,20,15,20,15
243,4,315,4,70,317.426850,346.212483,270,15,15,15
244,2,40,2,45,57.384257,67.830682,25,15,0,0
244,2,45,2,40,63.930655,71.292448,20,25,0,0
245,4,100,4,80,117.159489,127.624964,15,15,35,35
245,4,80,4,100,100.123659,107.643652,25,15,25,15
246,2,50,3,320,68.564533,72.762012,15,35,0,0
246,3,320,2,50,305.420339,347.761155,25,270,25,0
247,1,20,3,305,39.415568,47.040225,20,0,0,0
247,3,305,1,20,306.231781,344.322157,20,270,15,0
248,2,50,4,125,71.136291,76.212644,15,35,0,0
248,4,125,2,50,135.743335,150.314570,35,20,35,35
249,1,35,4,320,52.748226,58.224655,35,0,0,0
249,4,320,1,35,311.256557,402.580762,20,15,15,270
250,2,50,1,15,66.571647,71.838641,15,35,0,0
250,1,15,2,50,30.851769,34.751034,15,0,0,0
251,2,40,3,85,65.672772,73.597240,20,20,0,0
251,3,85,2,40,101.294197,110.208511,35,35,15,0
252,3,80,4,105,103.144597,115.016985,20,35,25,0
252,4,105,3,80,127.058297,143.832182,20,15,35,35
253,2,305,1,15,309.449255,333.713484,35,270,0,0
253,1,15,2,305,30.955813,33.463264,15,0,0,0
254,1,35,4,360,50.851903,53.695917,35,0,0,0
254,4,360,1,35,334.907376,362.447286,35,270,20,35
255,3,50,3,300,74.488298,79.203248,20,15,15,0
255,3,300,3,50,304.880269,330.515385,270,15,15,0
256,1,35,4,335,51.728085,54.722261,35,0,0,0
256,4,335,1,35,271.645275,379.313850,15,270,15,35
257,3,70,2,295,95.482931,105.021191,20,15,35,0
257,2,295,3,70,300.295305,325.994277,270,25,0,0
258,4,95,4,105,117.377397,130.369305,15,25,20,35
258,4,105,4,95,121.413487,134.297466,20,35,25,25
259,4,335,4,340,330.075731,355.286575,270,15,35,15
259,4,340,4,335,328.446556,401.766992,20,15,270,35
260,1,270,4,345,294.873040,318.986916,270,0,0,0
260,4,345,1,270,320.167626,361.285948,25,270,15,35
261,1,20,4,335,37.341578,42.031861,20,0,0,0
261,4,335,1,20,326.818988,352.439380,270,35,15,15
262,3,85,4,360,103.845503,111.002469,15,35,35,0
262,4,360,3,85,331.856754,354.633808,35,270,35,20
263,1,35,4,110,50.698650,53.851462,35,0,0,0
263,4,110,1,35,116.445736,127.686954,35,25,35,15
264,2,30,1,20,50.704874,57.088566,15,15,0,0
264,1,20,2,30,36.155125,42.922926,20,0,0,0
265,3,50,1,15,74.202368,82.211685,20,15,15,0
265,1,15,3,50,31.374599,35.865402,15,0,0,0
266,2,35,1,270,54.506711,59.797978,20,15,0,0
266,1,270,2,35,287.688682,311.884594,270,0,0,0
267,3,315,4,75,315.101699,341.486716,270,25,20,0
267,4,75,3,315,103.720686,113.880348,20,15,15,25
268,4,340,4,90,322.754934,345.847464,35,270,20,15
268,4,90,4,340,106.175787,113.314820,25,15,25,25
269,3,310,4,365,260.664841,369.519544,25,15,270,0
269,4,365,3,310,340.194330,360.594654,35,270,35,25
270,2,285,4,85,295.429593,316.931915,270,15,0,0
270,4,85,2,285,105.856028,116.169072,35,15,15,20
271,1,25,4,340,39.901799,42.551612,25,0,0,0
271,4,340,1,25,327.831945,352.722907,270,20,35,15
272,1,270,4,330,294.405398,320.080424,270,0,0,0
272,4,330,1,270,312.784618,356.978965,25,270,20,15
273,3,60,2,290,88.340862,97.173166,20,25,15,0
273,2,290,3,60,298.120126,338.933420,20,270,0,0
274,2,305,3,330,301.313156,323.675895,35,270,0,0
274,3,330,2,305,319.292290,344.268608,270,35,25,0
275,1,20,3,310,37.598608,41.526723,20,0,0,0
275,3,310,1,20,312.211800,340.616870,270,15,25,0
276,1,15,3,50,31.780525,35.391283,15,0,0,0
276,3,50,1,15,72.930474,80.366683,15,15,20,0
277,3,75,4,85,89.516854,95.175004,35,25,15,0
277,4,85,3,75,109.616867,119.291830,20,15,15,35
278,3,65,3,320,87.578591,92.414117,15,15,35,0
278,3,320,3,65,311.192584,334.591055,270,25,25,0
279,2,60,3,60,81.246969,88.614321,25,35,0,0
279,3,60,2,60,85.966570,93.545914,15,20,25,0
280,3,310,3,305,331.774039,425.966668,20,20,270,0
280,3,305,3,310,316.974151,341.618204,270,15,20,0
281,3,325,4,350,316.693494,338.760376,35,270,20,0
281,4,350,3,325,336.874731,364.278030,270,35,25,20
282,3,45,2,35,70.158448,76.906586,15,15,15,0
282,2,35,3,45,57.061549,63.715410,20,15,0,0
283,3,65,2,50,82.399521,87.167358,35,15,15,0
283,2,50,3,65,66.109952,69.577432,35,15,0,0
284,2,35,1,270,56.927508,62.590408,20,15,0,0
284,1,270,2,35,287.855387,312.291670,270,0,0,0
285,2,305,3,300,306.564571,328.830218,35,270,0,0
285,3,300,2,305,310.839958,336.612368,270,15,15,0
286,3,50,4,80,77.454139,85.026073,15,20,15,0
286,4,80,3,50,108.126715,115.836000,15,15,15,35
287,2,50,4,325,69.790385,73.605394,15,35,0,0
287,4,325,2,50,320.891296,347.180724,270,20,20,15
288,2,30,1,15,49.868621,54.785848,15,15,0,0
288,1,15,2,30,30.358216,33.370709,15,0,0,0
289,2,45,1,270,67.185913,77.924896,25,20,0,0
289,1,270,2,45,288.626543,314.762211,270,0,0,0
290,1,15,3,75,32.555377,35.280848,15,0,0,0
290,3,75,1,15,91.109971,97.783017,25,35,15,0
291,3,70,4,325,88.929639,96.238327,35,20,15,0
291,4,325,3,70,318.953890,394.156194,20,15,270,20
292,2,30,1,15,46.320293,51.568842,15,15,0,0
292,1,15,2,30,32.158310,35.013390,15,0,0,0
293,3,320,4,90,312.423928,334.664011,35,270,15,0
293,4,90,3,320,109.917539,122.141147,35,20,15,20
294,3,70,2,55,97.886068,107.147503,20,35,15,0
294,2,55,3,70,80.221087,90.297818,20,35,0,0
295,2,295,1,25,292.233288,329.067588,25,270,0,0
295,1,25,2,295,39.321073,42.273020,25,0,0,0
296,3,45,4,80,67.937043,73.420929,15,15,15,0
296,4,80,3,45,103.379359,109.862780,15,15,15,35
297,4,345,4,100,326.064414,350.053692,35,270,15,25
297,4,100,4,345,117.041876,125.676036,15,25,35,25
298,3,310,4,345,327.681816,420.008994,20,20,270,0
298,4,345,3,310,317.629803,361.910295,25,270,35,15
299,4,330,4,115,324.167441,361.789704,20,270,25,15
299,4,115,4,330,130.934002,144.701362,25,20,35,35
300,3,95,4,85,112.752647,121.644926,25,35,35,0
300,4,85,3,95,109.460399,119.440007,25,20,25,15
301,4,80,4,90,104.724817,112.832189,15,15,15,35
301,4,90,4,80,105.052692,112.133097,25,35,15,15
302,3,320,4,340,308.899511,353.938651,25,25,270,0
302,4,340,3,320,329.930171,354.901076,35,270,20,15
303,1,20,4,335,39.964147,47.719526,20,0,0,0
303,4,335,1,20,344.581847,368.811464,15,270,15,35
304,1,25,4,105,40.557535,43.895388,25,0,0,0
304,4,105,1,25,122.505236,132.526684,25,20,25,35
305,3,85,3,310,101.391907,109.553099,35,15,35,0
305,3,310,3,85,308.625094,334.846497,270,25,15,0
306,3,65,4,85,88.902099,95.682549,15,35,15,0
306,4,85,3,65,109.812645,118.044138,20,35,15,15
307,2,40,4,335,61.604041,65.929889,15,25,0,0
307,4,335,2,40,322.491689,353.152466,35,15,15,270
308,1,15,3,50,29.667397,33.613109,15,0,0,0
308,3,50,1,15,74.606177,82.586598,15,20,15,0
309,3,330,4,325,311.129062,333.840537,35,25,270,0
309,4,325,3,330,339.006536,434.563160,20,20,270,15
310,2,40,4,320,67.412635,79.617881,20,20,0,0
310,4,320,2,40,323.317056,349.287748,270,15,20,15
311,2,55,4,320,78.028331,85.373425,20,35,0,0
311,4,320,2,55,350.496663,417.287254,15,20,270,15
312,2,50,3,75,64.435477,69.919944,35,15,0,0
312,3,75,2,50,92.089188,99.241519,15,35,25,0
313,3,50,4,355,76.854222,85.854411,15,15,20,0
313,4,355,3,50,330.643711,423.111701,15,35,270,35
314,2,285,3,85,313.009470,338.549137,15,270,0,0
314,3,85,2,285,100.488526,108.229995,35,15,35,0
315,3,75,2,285,90.810043,96.571756,25,25,25,0
315,2,285,3,75,299.517431,325.180864,270,15,0,0
316,2,305,1,20,310.288991,335.988689,270,35,0,0
316,1,20,2,305,36.104462,40.152908,20,0,0,0
317,1,15,4,80,31.705097,34.712315,15,0,0,0
317,4,80,1,15,98.969849,107.332992,25,15,25,15
318,3,50,1,35,75.369579,84.518957,15,20,15,0
318,1,35,3,50,52.421838,58.653522,35,0,0,0
319,2,290,1,35,300.926361,328.187752,270,20,0,0
319,1,35,2,290,51.258647,54.302240,35,0,0,0
320,1,270,3,55,283.381585,311.785960,270,0,0,0
320,3,55,1,270,73.704073,78.000140,15,25,15,0
321,2,295,1,35,303.511330,329.321670,270,25,0,0
321,1,35,2,295,51.016513,53.504515,35,0,0,0
322,3,85,1,20,102.800456,111.941505,15,35,35,0
322,1,20,3,85,37.384900,43.361664,20,0,0,0
323,3,65,4,110,82.455723,88.025761,35,15,15,0
323,4,110,3,65,116.075877,127.181650,25,35,25,25
324,3,310,1,270,253.012310,362.028241,15,270,25,0
324,1,270,3,310,288.548498,313.232231,270,0,0,0
325,1,15,4,80,31.617881,34.670615,15,0,0,0
325,4,80,1,15,94.436003,102.058601,35,15,15,15
326,3,65,1,35,79.737219,85.605502,35,15,15,0
326,1,35,3,65,50.425935,53.633499,35,0,0,0
327,3,55,4,330,73.737482,79.066682,15,25,15,0
327,4,330,3,55,273.136979,380.497193,25,15,270,20
328,3,85,3,45,101.763114,109.075975,35,15,35,0
328,3,45,3,85,68.029616,72.524619,15,15,15,0
329,2,50,1,35,69.740375,75.230718,15,35,0,0
329,1,35,2,50,49.347729,53.177405,35,0,0,0
330,3,65,4,320,83.002940,92.366910,15,15,35,0
330,4,320,3,65,297.592417,517.724800,15,15,20,270
331,3,85,4,130,104.240404,110.558772,35,15,35,0
331,4,130,3,85,129.531171,146.492148,35,25,35,35
332,2,55,2,45,73.038676,79.913044,35,20,0,0
332,2,45,2,55,66.847712,75.929570,20,25,0,0
333,3,320,4,80,312.998743,408.385301,15,35,270,0
333,4,80,3,320,98.913872,105.223369,15,25,25,15
334,1,25,4,345,39.101908,41.600847,25,0,0,0
334,4,345,1,25,330.087870,354.406786,270,25,15,35
335,1,25,4,340,41.138438,45.118881,25,0,0,0
335,4,340,1,25,318.554219,355.706668,20,35,270,15
336,2,290,4,330,296.151824,336.154270,20,270,0,0
336,4,330,2,290,356.324019,378.747869,25,15,20,270
337,4,95,4,315,119.332155,131.154013,25,20,15,35
337,4,315,4,95,336.166301,365.046191,15,15,270,15
338,1,15,3,55,29.718447,33.306765,15,0,0,0
338,3,55,1,15,71.828209,78.785372,25,15,15,0
339,2,285,4,100,295.607947,319.386410,270,15,0,0
339,4,100,2,285,110.005255,118.670487,25,35,15,25
340,3,325,4,345,330.118527,354.006243,270,20,35,0
340,4,345,3,325,336.475055,373.743796,20,270,35,20
341,3,300,2,35,312.216228,338.783145,270,15,15,0
341,2,35,3,300,57.067821,66.473460,15,20,0,0
342,1,15,4,105,33.161713,35.969376,15,0,0,0
342,4,105,1,15,118.127627,127.597522,35,20,35,15
343,1,20,3,310,37.622612,41.628766,20,0,0,0
