node;vertices
node1;v1,v3,v5,v18,v29,v4,v6,v30
node2;v7,v9,v8,v31,v24,v19,v25,v32,v26
node3;v14,v15,v16,v12,v17
node4;v20,v22,v2,v21,v23,v37
node5;v27,v28,v11,v13
node6;v33,v35,v34,v36,v38,v39
node7;v10
node8;v0,v40
