node;vertices
node1;v1,v7,v9,v14,v2,v8,v10,v15,v42,
node2;v20,v22,v27,v33,v3,v5,v21,v23,v28,v29,v6,v25,v37,v30,v26,
node3;v35,v40,v46,v48,v16,v18,v36,v41,v44,v47,v49,v12,v45,
node4;v53,v59,v61,v31,v54,v55,v57,v60,v62,v24,
node5;v34,v11,v4,v17,
node6;v19,v32,v38,v50,v39,
node7;v43,v51,v63,v56,v58,v64,v13,v52,v65,
node8;v0,v66,
