node;vertices
node1;v1,v53,v74,v2,v16,v54,v55,v57,v68,v75,v11,v17,v69
node2;v7,v9,v46,v3,v5,v8,v10,v47,v4,v50,v52
node3;v14,v59,v15,v18,v29,v60,v70,v12,v24,v19,v25,v30,v71,v13,v26
node4;v20,v22,v48,v21,v23,v49,v37,v32,v38,v51,v63,v39
node5;v27,v61,v28,v31,v42,v62,v43,v45,v64,v77,v65,v78
node6;v33,v35,v72,v34,v36,v73,v56,v76
node7;v40,v66,v41,v44,v67,v6,v58
node8;v0,v79
