node;vertices
node1;v1,v46,v2,v31,v42,v44,v47,v55,v57,v68,v32,v43,v69
node2;v7,v33,v48,v3,v5,v8,v16,v18,v29,v34,v49,v4
node3;v9,v40,v74,v10,v41,v60,v75,v12,v24,v64,v77,v13,v65,v78
node4;v14,v59,v15,v11,v6,v56,v58
node5;v20,v35,v61,v21,v36,v62,v70,v25,v37,v30,v38,v71,v26,v39
node6;v22,v53,v23,v54,v17,v19,v63
node7;v27,v66,v72,v28,v67,v73,v50,v45,v51,v76,v52
node8;v0,v79
