node;vertices
node1;v1,v3,v5,v9,v17,v4,v10,v14,
node2;v11,v13,v19,v21,v2,v6,v12,
node3;v18,v20,v22,v23,v24,
node4;v7,v8,
node5;v15,v16,
node8;v0,v25,
