node;vertices
node1;v1,v2,v12,v38,v40,v7,v4,v6,v14,v13,v21
node2;v8,v3,v5,v9,v10,v11
node3;v15,v16,v19,v20,v28,v25,v27,v35
node4;v22,v17,v24,v26,v18,v32,v34
node5;v29,v30,v33,v42,v39,v41
node6;v36,v31,v37
node7;v23
node8;v0,v43
