node;vertices
node1;v1,v45,v2,v14,v16,v46,v49,v9,v4,v42,v53,v48,
node2;v6,v8,v39,v3,v5,v7,v21,v43,
node3;v12,v50,v13,v25,v27,v40,v47,v10,v20,v15,v11,v44,
node4;v17,v19,v41,v18,v31,v54,v22,v33,v55,
node5;v23,v52,v24,v38,v26,v32,
node6;v28,v30,v29,v36,
node7;v34,v35,v51,v37,
node8;v0,v56,
