node;vertices
node1;v1,v8,v2,v3,v5,v9,v7,v4,v6,
node2;v15,v22,v10,v12,v16,v23,v11,v13,
node3;v17,v19,v24,v26,v18,v20,v25,v27,
node4;v14,v21,v28,
node8;v0,v29,
