node;vertices
node1;v1,v2,v16,v18,v29,v11,v4,v6,v12,v19
node2;v7,v33,v3,v5,v8,v34,v38,v39
node3;v9,v10,v31,v24,v17,v25,v37,v30,v32,v26
node4;v14,v15
node5;v20,v35,v21,v36,v13
node6;v22,v23
node7;v27,v28
node8;v0,v40
