node;vertices
node1;v1,v2,v3,v5,v18,v11,v4,v6,
node2;v7,v9,v8,v10,v16,v12,v25,v13,
node3;v14,v15,v24,v17,v19,
node4;v20,v22,v21,v23,v26,
node8;v0,v27,
