node;vertices
node1;v48,v49,v51,v52,v46,v47,v40,v44,v45,v50,v42,v43,v41,v35,v36,v38,v39,v33,v34,v27,v31,v32,v37
node2;v29,v30,v28,v22,v23,v25,v26,v20,v21,v14,v18,v19,v24,v16,v17,v15,v9,v10,v12,v13
node3;v7,v8,v1,v5,v6,v11,v3,v4,v2
node8;v0,v53
