node;vertices
node1;v1,v46,v59,v3,v5,v16,v18,v28,v11,v17
node2;v7,v9,v48,v21,v29,v31,v42,v44,v12,v30,v43,v13
node3;v14,v53,v23,v49,v55,v57,v4,v38,v63,v39
node4;v20,v22,v61,v15,v36,v6,v24,v50,v26
node5;v27,v2,v41,v54,v19,v51,v56,v58
node6;v33,v35,v8,v47,v60,v25,v37,v45
node7;v40,v10,v34,v62,v32,v64,v52,v65
node8;v0,v66
